"Date","Section","CrimeType"
"2019-01-31","Sec 1","Homicide"
"2016-06-24","Sec 3","Larceny"
"2016-03-18","Sec 1","Robbery"
"2017-05-18","Sec 2","MVT"
"2016-02-03","Sec 4","Larceny"
"2016-03-23","Sec 3","MVT"
"2018-10-27","Sec 3","MVT"
"2018-08-13","Sec 2","Burglary"
"2019-07-16","Sec 5","Burglary"
"2018-04-30","Sec 6","MVT"
"2019-02-02","Sec 4","Aggravated Assault"
"2016-08-27","Sec 2","Larceny"
"2017-04-03","Sec 5","Homicide"
"2016-08-27","Sec 1","Larceny"
"2016-04-03","Sec 4","Aggravated Assault"
"2019-03-30","Sec 6","Larceny"
"2019-01-25","Sec 3","Larceny"
"2018-08-30","Sec 2","Aggravated Assault"
"2016-01-08","Sec 3","MVT"
"2018-12-07","Sec 2","Burglary"
"2019-08-08","Sec 3","Burglary"
"2019-03-12","Sec 4","Larceny"
"2016-04-19","Sec 1","Larceny"
"2018-04-30","Sec 5","Homicide"
"2019-11-23","Sec 1","Larceny"
"2018-12-08","Sec 6","Larceny"
"2018-11-15","Sec 2","Larceny"
"2017-11-21","Sec 1","Larceny"
"2019-12-20","Sec 2","Larceny"
"2019-05-29","Sec 5","MVT"
"2019-11-24","Sec 4","Homicide"
"2019-03-04","Sec 4","Robbery"
"2019-04-30","Sec 6","Robbery"
"2017-08-04","Sec 1","Burglary"
"2017-11-11","Sec 3","Burglary"
"2017-03-27","Sec 4","Aggravated Assault"
"2019-07-20","Sec 1","Larceny"
"2018-11-15","Sec 1","Larceny"
"2019-01-04","Sec 3","Larceny"
"2018-09-10","Sec 6","Larceny"
"2017-07-06","Sec 1","Larceny"
"2017-09-16","Sec 3","Larceny"
"2016-09-01","Sec 3","Burglary"
"2018-12-28","Sec 4","Larceny"
"2016-10-21","Sec 6","Larceny"
"2017-06-25","Sec 4","Aggravated Assault"
"2017-06-27","Sec 3","Larceny"
"2018-07-27","Sec 1","Aggravated Assault"
"2018-07-26","Sec 6","Homicide"
"2019-05-27","Sec 1","Larceny"
"2019-08-11","Sec 1","Aggravated Assault"
"2018-01-23","Sec 5","Aggravated Assault"
"2019-04-24","Sec 3","Robbery"
"2017-06-08","Sec 1","Larceny"
"2019-09-16","Sec 1","Larceny"
"2016-12-13","Sec 3","Larceny"
"2018-10-02","Sec 2","Larceny"
"2018-06-13","Sec 5","Larceny"
"2017-08-15","Sec 4","Homicide"
"2019-07-29","Sec 1","Robbery"
"2018-05-30","Sec 2","Larceny"
"2017-03-19","Sec 3","Larceny"
"2018-05-15","Sec 5","MVT"
"2017-02-03","Sec 4","Larceny"
"2019-12-05","Sec 1","Burglary"
"2017-09-01","Sec 2","Larceny"
"2016-07-29","Sec 1","Burglary"
"2017-06-04","Sec 2","Larceny"
"2017-08-30","Sec 1","Aggravated Assault"
"2017-04-19","Sec 5","Larceny"
"2018-11-06","Sec 4","Larceny"
"2016-02-04","Sec 2","Aggravated Assault"
"2017-08-08","Sec 3","MVT"
"2018-05-09","Sec 6","Aggravated Assault"
"2018-08-14","Sec 5","Burglary"
"2017-04-10","Sec 2","Larceny"
"2019-07-26","Sec 2","Larceny"
"2016-05-15","Sec 3","Robbery"
"2017-07-19","Sec 3","MVT"
"2018-02-27","Sec 6","Burglary"
"2016-05-16","Sec 2","Larceny"
"2019-07-04","Sec 4","Larceny"
"2017-10-30","Sec 5","Larceny"
"2016-07-18","Sec 2","MVT"
"2019-03-04","Sec 3","Larceny"
"2017-12-31","Sec 3","Burglary"
"2017-02-14","Sec 5","Aggravated Assault"
"2017-05-27","Sec 1","Larceny"
"2019-02-10","Sec 3","Robbery"
"2019-12-19","Sec 3","Burglary"
"2019-06-06","Sec 2","Aggravated Assault"
"2016-08-26","Sec 3","Aggravated Assault"
"2018-05-27","Sec 4","Larceny"
"2019-01-22","Sec 3","Aggravated Assault"
"2018-10-25","Sec 3","Larceny"
"2018-05-14","Sec 1","Aggravated Assault"
"2019-05-21","Sec 2","Larceny"
"2019-05-09","Sec 6","Aggravated Assault"
"2017-09-29","Sec 3","Larceny"
"2019-12-16","Sec 1","Burglary"
"2018-12-01","Sec 3","Larceny"
"2018-05-15","Sec 3","Larceny"
"2018-12-10","Sec 1","Larceny"
"2017-11-21","Sec 1","Robbery"
"2017-12-07","Sec 2","Larceny"
"2017-05-27","Sec 3","Aggravated Assault"
"2018-12-05","Sec 3","Aggravated Assault"
"2017-08-09","Sec 1","Larceny"
"2019-09-09","Sec 2","Larceny"
"2017-08-21","Sec 4","Larceny"
"2016-07-10","Sec 2","Homicide"
"2017-04-23","Sec 1","Larceny"
"2017-04-13","Sec 3","Larceny"
"2019-12-25","Sec 5","Larceny"
"2018-02-12","Sec 1","Larceny"
"2019-10-09","Sec 2","Larceny"
"2017-07-16","Sec 3","Burglary"
"2018-08-12","Sec 3","Larceny"
"2017-03-27","Sec 1","Robbery"
"2018-11-06","Sec 1","Robbery"
"2018-02-10","Sec 2","Larceny"
"2018-09-25","Sec 5","Larceny"
"2018-05-06","Sec 5","Larceny"
"2017-03-01","Sec 3","Larceny"
"2019-11-16","Sec 5","MVT"
"2019-05-28","Sec 1","Robbery"
"2019-10-10","Sec 3","Larceny"
"2016-03-15","Sec 3","Larceny"
"2019-08-20","Sec 4","MVT"
"2019-10-17","Sec 1","Aggravated Assault"
"2017-04-25","Sec 4","MVT"
"2018-05-02","Sec 3","Larceny"
"2017-01-18","Sec 4","Burglary"
"2019-05-25","Sec 1","Larceny"
"2017-11-09","Sec 2","Robbery"
"2016-08-31","Sec 4","Larceny"
"2016-05-22","Sec 6","MVT"
"2016-11-04","Sec 1","Larceny"
"2018-07-15","Sec 3","Aggravated Assault"
"2019-07-24","Sec 2","Aggravated Assault"
"2019-07-22","Sec 1","Homicide"
"2017-11-06","Sec 3","Aggravated Assault"
"2019-08-22","Sec 2","Aggravated Assault"
"2016-03-13","Sec 1","MVT"
"2017-01-01","Sec 1","Larceny"
"2018-08-14","Sec 5","Robbery"
"2016-07-08","Sec 2","Burglary"
"2018-12-20","Sec 3","Homicide"
"2017-12-17","Sec 2","Burglary"
"2017-07-02","Sec 3","Larceny"
"2016-06-12","Sec 5","Robbery"
"2017-03-18","Sec 5","Burglary"
"2016-07-23","Sec 1","Larceny"
"2019-10-04","Sec 4","MVT"
"2016-10-27","Sec 4","Larceny"
"2018-05-29","Sec 3","Larceny"
"2017-02-21","Sec 1","MVT"
"2017-07-07","Sec 2","Aggravated Assault"
"2017-05-23","Sec 3","Robbery"
"2016-05-27","Sec 5","Larceny"
"2017-09-30","Sec 4","Larceny"
"2016-12-06","Sec 6","Larceny"
"2018-04-01","Sec 1","Burglary"
"2019-03-21","Sec 1","Larceny"
"2019-06-16","Sec 5","Larceny"
"2019-11-17","Sec 4","MVT"
"2016-12-10","Sec 1","Larceny"
"2018-12-15","Sec 1","Larceny"
"2017-07-08","Sec 3","Aggravated Assault"
"2019-03-09","Sec 3","Larceny"
"2016-04-06","Sec 1","Larceny"
"2017-08-26","Sec 2","Larceny"
"2019-05-01","Sec 4","Larceny"
"2017-09-14","Sec 3","Larceny"
"2018-10-23","Sec 5","Burglary"
"2017-02-26","Sec 1","Larceny"
"2017-10-15","Sec 3","Larceny"
"2017-07-17","Sec 5","Aggravated Assault"
"2018-01-16","Sec 2","MVT"
"2017-02-22","Sec 5","Homicide"
"2019-03-27","Sec 1","Homicide"
"2018-07-15","Sec 5","MVT"
"2017-07-19","Sec 2","MVT"
"2019-11-08","Sec 2","Larceny"
"2017-08-27","Sec 3","Aggravated Assault"
"2017-01-10","Sec 3","Larceny"
"2016-05-18","Sec 4","Burglary"
"2016-08-05","Sec 1","Larceny"
"2016-04-13","Sec 2","Larceny"
"2016-09-04","Sec 2","Larceny"
"2016-02-14","Sec 4","Homicide"
"2016-09-29","Sec 2","Robbery"
"2016-02-21","Sec 4","Larceny"
"2017-10-10","Sec 3","Larceny"
"2017-04-18","Sec 2","Aggravated Assault"
"2018-01-02","Sec 3","Robbery"
"2017-07-05","Sec 3","Larceny"
"2016-12-11","Sec 1","MVT"
"2019-03-25","Sec 3","Larceny"
"2016-12-07","Sec 3","Larceny"
"2016-02-01","Sec 2","Burglary"
"2019-09-17","Sec 3","Larceny"
"2016-06-04","Sec 1","Robbery"
"2018-04-30","Sec 3","Larceny"
"2017-03-18","Sec 3","MVT"
"2018-11-19","Sec 3","Aggravated Assault"
"2019-08-19","Sec 4","MVT"
"2019-05-26","Sec 1","Robbery"
"2017-11-02","Sec 3","Burglary"
"2019-09-02","Sec 2","Larceny"
"2019-07-27","Sec 5","Larceny"
"2019-10-14","Sec 3","Aggravated Assault"
"2016-12-28","Sec 3","Burglary"
"2017-10-17","Sec 1","Aggravated Assault"
"2018-03-08","Sec 4","Larceny"
"2019-01-12","Sec 1","Larceny"
"2016-09-21","Sec 5","Homicide"
"2017-06-03","Sec 5","Homicide"
"2019-02-07","Sec 1","Homicide"
"2019-06-26","Sec 1","Larceny"
"2018-12-08","Sec 5","Burglary"
"2016-08-06","Sec 1","Larceny"
"2018-10-02","Sec 5","Larceny"
"2016-11-11","Sec 2","Larceny"
"2018-02-16","Sec 3","Aggravated Assault"
"2019-02-20","Sec 2","Larceny"
"2017-12-29","Sec 3","Larceny"
"2018-12-17","Sec 6","Larceny"
"2016-10-06","Sec 4","Aggravated Assault"
"2017-02-02","Sec 5","Robbery"
"2018-11-07","Sec 1","Aggravated Assault"
"2019-04-16","Sec 2","Larceny"
"2017-09-18","Sec 3","Larceny"
"2018-06-18","Sec 3","Robbery"
"2018-12-22","Sec 4","MVT"
"2019-03-09","Sec 1","Homicide"
"2019-07-06","Sec 4","Larceny"
"2019-01-04","Sec 4","Larceny"
"2017-10-03","Sec 5","Aggravated Assault"
"2016-01-27","Sec 5","Larceny"
"2017-07-07","Sec 5","Aggravated Assault"
"2019-07-18","Sec 3","Burglary"
"2016-03-01","Sec 3","Burglary"
"2018-06-19","Sec 1","Aggravated Assault"
"2018-12-27","Sec 4","Larceny"
"2017-01-03","Sec 6","Robbery"
"2018-01-22","Sec 2","Homicide"
"2016-01-12","Sec 1","Larceny"
"2019-01-27","Sec 1","Larceny"
"2019-07-02","Sec 3","MVT"
"2017-06-14","Sec 2","Aggravated Assault"
"2018-09-19","Sec 4","Larceny"
"2018-02-08","Sec 1","Larceny"
"2018-05-08","Sec 3","Larceny"
"2018-03-03","Sec 1","Larceny"
"2016-11-30","Sec 2","Larceny"
"2019-07-14","Sec 5","MVT"
"2017-10-16","Sec 3","Larceny"
"2017-09-08","Sec 3","Burglary"
"2019-07-11","Sec 2","Larceny"
"2017-06-13","Sec 4","Larceny"
"2018-01-14","Sec 3","Burglary"
"2018-04-16","Sec 5","Burglary"
"2018-06-29","Sec 6","Burglary"
"2018-06-21","Sec 2","MVT"
"2019-01-02","Sec 2","Burglary"
"2017-05-29","Sec 2","Larceny"
"2016-04-23","Sec 2","Aggravated Assault"
"2018-12-02","Sec 1","Robbery"
"2018-01-29","Sec 2","Larceny"
"2018-05-29","Sec 1","Larceny"
"2019-08-14","Sec 1","Larceny"
"2018-10-23","Sec 4","Burglary"
"2018-06-10","Sec 4","Larceny"
"2016-09-11","Sec 3","Larceny"
"2017-09-27","Sec 3","Robbery"
"2017-10-02","Sec 2","Homicide"
"2018-12-24","Sec 2","Robbery"
"2018-04-18","Sec 1","Aggravated Assault"
"2017-11-16","Sec 3","Aggravated Assault"
"2019-05-10","Sec 3","Burglary"
"2019-01-23","Sec 3","Homicide"
"2018-03-06","Sec 5","Larceny"
"2019-02-01","Sec 5","Burglary"
"2018-04-02","Sec 1","Larceny"
"2018-03-21","Sec 5","Aggravated Assault"
"2017-12-30","Sec 5","Larceny"
"2016-11-29","Sec 3","Larceny"
"2016-01-16","Sec 1","Larceny"
"2018-08-28","Sec 3","Burglary"
"2018-06-21","Sec 3","Larceny"
"2018-04-19","Sec 3","Robbery"
"2018-12-26","Sec 1","MVT"
"2016-08-25","Sec 1","Larceny"
"2016-09-19","Sec 1","Larceny"
"2019-04-21","Sec 2","Larceny"
"2016-05-13","Sec 2","Aggravated Assault"
"2016-05-14","Sec 1","Robbery"
"2017-07-01","Sec 2","Larceny"
"2017-01-27","Sec 4","Larceny"
"2018-02-14","Sec 2","Aggravated Assault"
"2016-01-19","Sec 1","Larceny"
"2016-04-27","Sec 4","Aggravated Assault"
"2018-07-14","Sec 2","MVT"
"2017-10-15","Sec 6","Aggravated Assault"
"2019-07-30","Sec 1","Aggravated Assault"
"2018-02-07","Sec 6","Larceny"
"2018-09-02","Sec 1","Larceny"
"2016-12-05","Sec 2","Larceny"
"2018-07-17","Sec 6","Homicide"
"2016-08-16","Sec 2","Larceny"
"2018-02-08","Sec 6","Larceny"
"2019-11-27","Sec 5","Larceny"
"2018-01-30","Sec 1","Larceny"
"2016-05-02","Sec 3","Aggravated Assault"
"2019-10-30","Sec 1","Larceny"
"2019-03-13","Sec 1","Larceny"
"2017-10-24","Sec 4","Burglary"
"2019-02-06","Sec 2","Larceny"
"2016-06-04","Sec 4","Larceny"
"2017-02-18","Sec 2","Larceny"
"2016-09-09","Sec 1","Larceny"
"2019-03-06","Sec 1","Aggravated Assault"
"2016-09-10","Sec 6","Aggravated Assault"
"2018-04-20","Sec 1","Larceny"
"2016-12-16","Sec 3","Aggravated Assault"
"2017-08-15","Sec 4","Larceny"
"2017-04-07","Sec 4","Larceny"
"2019-04-20","Sec 1","MVT"
"2017-02-08","Sec 2","MVT"
"2016-08-13","Sec 2","Robbery"
"2018-11-20","Sec 4","MVT"
"2017-09-07","Sec 1","Robbery"
"2016-08-18","Sec 2","Robbery"
"2018-07-08","Sec 3","Larceny"
"2017-11-13","Sec 2","Burglary"
"2019-12-10","Sec 2","Larceny"
"2017-05-18","Sec 3","Larceny"
"2019-07-31","Sec 1","MVT"
"2017-07-11","Sec 6","Larceny"
"2019-11-16","Sec 1","Aggravated Assault"
"2018-02-25","Sec 5","Burglary"
"2017-12-23","Sec 4","Larceny"
"2017-07-17","Sec 3","Larceny"
"2016-06-08","Sec 6","Aggravated Assault"
"2019-11-29","Sec 2","MVT"
"2017-01-08","Sec 2","Larceny"
"2016-05-15","Sec 5","Larceny"
"2017-06-14","Sec 3","Robbery"
"2017-06-21","Sec 3","Larceny"
"2019-07-15","Sec 4","Larceny"
"2019-03-09","Sec 2","Burglary"
"2018-06-09","Sec 5","Burglary"
"2018-11-26","Sec 1","Robbery"
"2017-08-22","Sec 3","MVT"
"2016-01-09","Sec 1","Robbery"
"2017-06-17","Sec 1","Homicide"
"2018-08-03","Sec 1","Aggravated Assault"
"2016-08-23","Sec 2","Larceny"
"2019-10-08","Sec 1","Larceny"
"2017-12-02","Sec 1","Larceny"
"2016-01-10","Sec 4","Larceny"
"2018-09-14","Sec 4","Burglary"
"2019-04-14","Sec 5","Burglary"
"2017-12-26","Sec 4","Larceny"
"2019-04-17","Sec 2","Larceny"
"2017-08-13","Sec 2","Aggravated Assault"
"2016-02-06","Sec 3","Larceny"
"2018-06-15","Sec 4","Robbery"
"2016-03-14","Sec 1","Larceny"
"2018-10-26","Sec 3","Aggravated Assault"
"2019-08-08","Sec 2","Larceny"
"2017-09-03","Sec 4","Burglary"
"2017-05-20","Sec 1","Larceny"
"2016-08-30","Sec 3","Larceny"
"2018-03-04","Sec 2","Burglary"
"2017-12-28","Sec 1","Homicide"
"2017-12-21","Sec 3","Burglary"
"2018-08-01","Sec 5","Larceny"
"2019-03-30","Sec 3","Burglary"
"2019-07-18","Sec 6","Burglary"
"2017-04-07","Sec 3","Burglary"
"2019-12-09","Sec 4","Aggravated Assault"
"2017-09-14","Sec 4","MVT"
"2016-12-20","Sec 5","Larceny"
"2018-01-16","Sec 6","Aggravated Assault"
"2017-08-25","Sec 2","Larceny"
"2018-04-14","Sec 5","Aggravated Assault"
"2019-09-13","Sec 5","Larceny"
"2016-10-24","Sec 1","Larceny"
"2017-10-07","Sec 3","Aggravated Assault"
"2019-12-07","Sec 5","Aggravated Assault"
"2016-06-19","Sec 3","Larceny"
"2019-09-21","Sec 4","MVT"
"2018-11-09","Sec 6","Burglary"
"2018-09-13","Sec 4","Aggravated Assault"
"2016-08-06","Sec 1","Burglary"
"2018-01-16","Sec 4","Larceny"
"2016-10-20","Sec 5","Aggravated Assault"
"2019-08-01","Sec 1","Larceny"
"2017-08-03","Sec 3","Larceny"
"2016-10-04","Sec 1","Robbery"
"2018-06-11","Sec 2","Robbery"
"2016-06-22","Sec 4","Larceny"
"2019-12-13","Sec 4","Robbery"
"2017-05-14","Sec 1","Larceny"
"2019-08-04","Sec 2","Larceny"
"2017-05-22","Sec 3","MVT"
"2019-08-12","Sec 5","Larceny"
"2017-01-17","Sec 6","Larceny"
"2019-05-15","Sec 6","Larceny"
"2019-04-16","Sec 1","Larceny"
"2017-09-21","Sec 3","Larceny"
"2019-06-17","Sec 3","Aggravated Assault"
"2017-03-29","Sec 1","Aggravated Assault"
"2018-04-17","Sec 1","Robbery"
"2017-04-28","Sec 1","MVT"
"2018-02-17","Sec 1","Larceny"
"2019-03-20","Sec 2","Larceny"
"2018-05-04","Sec 1","Robbery"
"2019-11-14","Sec 4","Larceny"
"2019-03-10","Sec 1","Larceny"
"2016-11-28","Sec 1","Larceny"
"2019-04-19","Sec 1","Larceny"
"2018-06-22","Sec 2","Larceny"
"2018-12-27","Sec 1","Burglary"
"2019-12-11","Sec 1","Homicide"
"2019-07-03","Sec 4","MVT"
"2017-05-15","Sec 1","Aggravated Assault"
"2019-11-29","Sec 1","Aggravated Assault"
"2016-03-21","Sec 1","Larceny"
"2019-06-10","Sec 2","Burglary"
"2019-10-25","Sec 3","Larceny"
"2018-08-09","Sec 4","Larceny"
"2017-11-01","Sec 1","Aggravated Assault"
"2017-02-08","Sec 2","Homicide"
"2019-11-08","Sec 3","Burglary"
"2019-10-02","Sec 5","Larceny"
"2016-02-11","Sec 1","Larceny"
"2016-08-19","Sec 3","Larceny"
"2019-02-20","Sec 1","Larceny"
"2017-02-14","Sec 3","Larceny"
"2017-12-29","Sec 6","Larceny"
"2019-03-14","Sec 5","Larceny"
"2016-08-16","Sec 1","MVT"
"2019-09-18","Sec 3","Homicide"
"2019-09-29","Sec 1","Robbery"
"2016-10-08","Sec 1","Larceny"
"2016-08-26","Sec 3","Larceny"
"2016-05-15","Sec 1","Larceny"
"2017-07-06","Sec 4","Robbery"
"2017-10-16","Sec 3","MVT"
"2016-08-31","Sec 3","Larceny"
"2016-11-18","Sec 1","Larceny"
"2017-03-26","Sec 2","Larceny"
"2017-04-03","Sec 1","Burglary"
"2017-02-11","Sec 2","Burglary"
"2016-07-07","Sec 1","Larceny"
"2019-12-31","Sec 2","Larceny"
"2019-06-30","Sec 2","Larceny"
"2017-05-23","Sec 2","Robbery"
"2016-06-29","Sec 4","Aggravated Assault"
"2016-07-08","Sec 1","Burglary"
"2016-04-11","Sec 1","Burglary"
"2017-12-04","Sec 5","Burglary"
"2016-10-08","Sec 1","Larceny"
"2017-04-02","Sec 5","Larceny"
"2019-11-25","Sec 1","Larceny"
"2016-12-27","Sec 4","Larceny"
"2019-02-20","Sec 3","Larceny"
"2017-01-01","Sec 3","Larceny"
"2019-05-18","Sec 1","Robbery"
"2016-10-05","Sec 3","Larceny"
"2019-05-08","Sec 2","Larceny"
"2018-09-11","Sec 5","Larceny"
"2016-10-24","Sec 1","Burglary"
"2016-10-05","Sec 2","Burglary"
"2018-07-16","Sec 3","Homicide"
"2018-11-25","Sec 1","MVT"
"2019-09-29","Sec 2","Larceny"
"2016-09-06","Sec 1","Aggravated Assault"
"2018-11-16","Sec 1","MVT"
"2019-05-07","Sec 5","Larceny"
"2018-12-23","Sec 1","Larceny"
"2016-08-25","Sec 3","Aggravated Assault"
"2019-03-28","Sec 3","Larceny"
"2019-08-12","Sec 4","Aggravated Assault"
"2019-01-29","Sec 5","Larceny"
"2017-01-15","Sec 5","Burglary"
"2019-04-20","Sec 4","Larceny"
"2019-03-11","Sec 2","Larceny"
"2016-04-19","Sec 5","Burglary"
"2019-01-28","Sec 2","Larceny"
"2017-05-10","Sec 6","MVT"
"2016-05-22","Sec 1","Aggravated Assault"
"2018-12-02","Sec 5","MVT"
"2018-08-16","Sec 4","Larceny"
"2016-10-16","Sec 1","Larceny"
"2016-07-14","Sec 3","Robbery"
"2019-07-26","Sec 2","Larceny"
"2016-02-26","Sec 2","Burglary"
"2019-08-15","Sec 3","Aggravated Assault"
"2016-08-06","Sec 3","Aggravated Assault"
"2016-09-18","Sec 2","Larceny"
"2019-05-27","Sec 1","Larceny"
"2017-12-23","Sec 1","Aggravated Assault"
"2019-04-05","Sec 5","Larceny"
"2018-04-13","Sec 4","Burglary"
"2018-11-27","Sec 4","Burglary"
"2016-01-10","Sec 1","Larceny"
"2018-03-25","Sec 5","MVT"
"2019-06-05","Sec 2","Burglary"
"2016-11-11","Sec 2","Homicide"
"2016-08-24","Sec 2","Larceny"
"2018-07-21","Sec 4","Larceny"
"2016-01-30","Sec 1","Robbery"
"2019-04-20","Sec 3","Aggravated Assault"
"2017-02-02","Sec 2","Larceny"
"2016-12-28","Sec 1","Larceny"
"2018-11-01","Sec 3","MVT"
"2018-11-18","Sec 2","Burglary"
"2016-09-04","Sec 2","Aggravated Assault"
"2016-02-19","Sec 3","MVT"
"2016-04-08","Sec 5","Larceny"
"2018-11-07","Sec 4","MVT"
"2018-04-04","Sec 1","Larceny"
"2017-03-19","Sec 3","Larceny"
"2019-02-22","Sec 3","MVT"
"2018-09-26","Sec 2","MVT"
"2018-11-16","Sec 2","Robbery"
"2019-10-31","Sec 1","Aggravated Assault"
"2018-03-28","Sec 4","Larceny"
"2016-06-28","Sec 5","Larceny"
"2019-05-01","Sec 1","Aggravated Assault"
"2016-12-16","Sec 3","Aggravated Assault"
"2017-08-09","Sec 5","Burglary"
"2019-04-15","Sec 1","Larceny"
"2016-03-30","Sec 4","Larceny"
"2018-11-21","Sec 1","Larceny"
"2018-05-08","Sec 2","Larceny"
"2016-07-02","Sec 5","Larceny"
"2016-10-16","Sec 1","Burglary"
"2019-10-17","Sec 1","Larceny"
"2017-12-28","Sec 3","Burglary"
"2019-03-06","Sec 1","Robbery"
"2017-03-31","Sec 1","Aggravated Assault"
"2019-11-04","Sec 4","Larceny"
"2018-01-29","Sec 4","Larceny"
"2018-10-02","Sec 5","MVT"
"2018-01-21","Sec 6","Larceny"
"2017-02-28","Sec 3","MVT"
"2019-12-06","Sec 4","Aggravated Assault"
"2017-06-11","Sec 1","Aggravated Assault"
"2017-02-14","Sec 4","Robbery"
"2019-11-08","Sec 2","Robbery"
"2016-06-10","Sec 3","Burglary"
"2018-01-14","Sec 3","Larceny"
"2019-03-10","Sec 1","Aggravated Assault"
"2016-11-20","Sec 4","Burglary"
"2017-04-11","Sec 1","Larceny"
"2016-10-30","Sec 2","Homicide"
"2019-01-06","Sec 4","Larceny"
"2016-09-17","Sec 4","Larceny"
"2017-11-11","Sec 1","Larceny"
"2017-12-28","Sec 6","Burglary"
"2016-01-17","Sec 1","Larceny"
"2019-10-02","Sec 1","Larceny"
"2019-03-23","Sec 1","MVT"
"2016-03-09","Sec 4","MVT"
"2018-05-14","Sec 1","MVT"
"2019-03-10","Sec 2","Aggravated Assault"
"2017-10-12","Sec 2","Aggravated Assault"
"2016-04-30","Sec 2","Larceny"
"2016-07-26","Sec 3","Larceny"
"2017-05-22","Sec 2","Robbery"
"2018-08-24","Sec 1","Aggravated Assault"
"2016-02-15","Sec 4","Larceny"
"2019-01-01","Sec 3","Aggravated Assault"
"2016-09-06","Sec 6","Larceny"
"2019-02-06","Sec 4","Robbery"
"2017-01-06","Sec 3","Larceny"
"2018-07-30","Sec 1","Larceny"
"2016-04-19","Sec 6","Burglary"
"2018-09-02","Sec 1","Larceny"
"2016-04-06","Sec 2","Robbery"
"2019-01-13","Sec 2","Larceny"
"2017-08-29","Sec 1","Larceny"
"2017-10-20","Sec 5","Robbery"
"2019-11-03","Sec 2","Larceny"
"2016-11-18","Sec 5","Aggravated Assault"
"2016-12-25","Sec 1","Homicide"
"2016-03-06","Sec 3","Larceny"
"2017-07-21","Sec 6","Larceny"
"2018-08-11","Sec 4","Burglary"
"2019-05-29","Sec 1","Larceny"
"2018-05-27","Sec 4","Larceny"
"2019-12-12","Sec 3","Larceny"
"2017-12-05","Sec 2","Burglary"
"2016-04-27","Sec 1","Aggravated Assault"
"2018-11-26","Sec 2","Aggravated Assault"
"2018-10-09","Sec 1","MVT"
"2016-11-04","Sec 6","Burglary"
"2019-08-07","Sec 2","Aggravated Assault"
"2018-06-28","Sec 2","Burglary"
"2019-02-22","Sec 3","Burglary"
"2017-09-21","Sec 6","Burglary"
"2018-02-18","Sec 4","Aggravated Assault"
"2019-06-23","Sec 2","Larceny"
"2019-01-13","Sec 2","Larceny"
"2017-09-17","Sec 3","Larceny"
"2017-02-02","Sec 2","Larceny"
"2019-03-06","Sec 1","Larceny"
"2018-09-09","Sec 2","Larceny"
"2018-12-15","Sec 5","Larceny"
"2018-05-10","Sec 1","Aggravated Assault"
"2018-11-02","Sec 3","Aggravated Assault"
"2017-12-05","Sec 3","Larceny"
"2019-04-07","Sec 4","Robbery"
"2018-05-17","Sec 5","Aggravated Assault"
"2016-09-03","Sec 3","Larceny"
"2016-11-27","Sec 1","Robbery"
"2018-08-07","Sec 1","Larceny"
"2016-05-11","Sec 2","Burglary"
"2018-03-06","Sec 4","Larceny"
"2016-01-22","Sec 6","Larceny"
"2016-05-29","Sec 1","Burglary"
"2019-08-02","Sec 3","Larceny"
"2018-10-05","Sec 5","Larceny"
"2018-10-18","Sec 2","Robbery"
"2019-09-17","Sec 1","Larceny"
"2016-12-16","Sec 1","Burglary"
"2017-11-19","Sec 3","Larceny"
"2017-06-01","Sec 3","Larceny"
"2016-01-03","Sec 1","Larceny"
"2019-02-24","Sec 1","Aggravated Assault"
"2019-03-03","Sec 2","Larceny"
"2018-10-25","Sec 2","Aggravated Assault"
"2017-10-02","Sec 2","Aggravated Assault"
"2017-02-21","Sec 2","Larceny"
"2019-07-11","Sec 5","Larceny"
"2019-08-24","Sec 5","Aggravated Assault"
"2018-12-18","Sec 3","Homicide"
"2017-12-12","Sec 3","Larceny"
"2018-02-09","Sec 4","Larceny"
"2017-05-21","Sec 2","MVT"
"2017-07-08","Sec 6","Homicide"
"2019-11-24","Sec 1","Robbery"
"2018-01-17","Sec 3","Larceny"
"2019-07-31","Sec 4","Larceny"
"2017-01-28","Sec 5","Larceny"
"2019-07-27","Sec 1","Robbery"
"2019-01-12","Sec 2","Larceny"
"2016-06-26","Sec 2","Larceny"
"2018-11-29","Sec 4","Aggravated Assault"
"2016-11-10","Sec 3","Burglary"
"2016-04-27","Sec 1","Burglary"
"2018-05-25","Sec 5","Larceny"
"2016-10-04","Sec 1","MVT"
"2017-06-15","Sec 1","Larceny"
"2019-06-13","Sec 4","Burglary"
"2019-02-01","Sec 2","MVT"
"2017-08-18","Sec 4","Larceny"
